ID,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226
species,P1,P11,P12,P14,P15,P16,P18,P2,P22,P24,P26,P27,P29,P3,P30,P4,P5,P6,P9,BC1,BC10,BC11,BC12,BC14,BC15,BC16,BC17,BC18,BC19,BC20,BC21,BC23,BC24,BC25,BC26,BC27,BC28,BC3,BC30,BC4,BC5,BC6,BC7,BC8,BC9
Propionibacterium acnes ,0.012708095,1.163363897,0.085812357,0,5.671093294,0.017492712,0.366326676,0.154023874,1.377551019,1.04628074,2.999999999,2.328748469,10.55490468,0.117775723,0.0570288,0.008165932,0,6.320770661,1.71565687,0.006100537,0.013723068,0.028839222,0.640155186,0,11.73764458,0,2.28216806,0.032310177,0.59021157,0,7.652700655,0.379947826,2.016649085,10.02522068,0.00548426,3.12981735,8.485203141,4.570749109,10.13084398,1.127342014,1.209027404,0,3.287015413,6.303280806,0
Pseudomonas fluorescens ,17.37196594,36.39948733,0.114416476,0.092238766,11.49252485,0.069970847,0.028731504,0.084713132,11.40306122,4.177485873,5.252525256,9.029007215,2.918308659,5.274669806,1.511263188,0.065327455,0.584453538,24.26060504,0.095980802,2.702537824,9.427748043,0.519105985,0.433236339,0.258376395,4.403259726,5.134121718,0.005004755,0,4.276763824,0.006128953,0.509843512,0,2.356665493,16.51954603,0.027421301,4.680711917,0,0.004756243,0,0.007939028,0.005373455,0.018076645,0.33862681,2.757685353,0
Pseudomonas sp. ,0,0,0,0,1.628664495,0,0.007182876,0,0.051020408,0.022911257,1.717171717,1.988288166,0,0,0.465735195,0,0.029222677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas stutzeri ,0,0,0,0,0,0,0,0,0,0,0,0,5.549046757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia pickettii ,0.10166476,19.46169772,26.14416477,0.098827247,0.016704252,0.116618079,0.100560264,32.89179823,14.54081632,0.045822515,15.18181818,0.13618412,25.68963681,0.201901242,40.45242847,52.44161359,0.350672123,17.31451749,10.45590882,15.4465593,9.633594069,0.288392219,12.80956999,0,67.04784438,13.65253341,0.015014265,0.072697897,22.092073,17.15493994,0.100959117,0.011341726,7.034822381,0.10508617,24.52012724,0.023356845,12.17187762,15.80023781,11.86777872,0.023817084,9.887157444,39.38900939,13.13638487,1.633944732,18.60363455
Ralstonia sp. ,0.10166476,0.059154096,0.028604119,0.019765449,0.025056378,3.457725949,18.59646602,1.624951864,0,20.04734993,0.02020202,0.027236824,0.010650762,24.96845293,0,12.92666993,0.409117477,0,9.268146369,3.794533919,0,0,28.00517297,0,0.006572029,0,17.76187378,0,0.13620267,13.6001471,0,18.51536804,0.05862352,0.063051702,0,0.121455596,11.49473332,0.057074915,0.01530339,25.06351223,5.695862442,0,15.95049042,0.02583312,11.68425654
Simonsiella muelleri ,0,0,0,6.713664514,0,0,0,0,0.051020408,0,0,0,0,0,0.0095048,0,0,0.084502281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonas echinoides ,48.55763121,39.39662821,37.90045767,79.81947556,64.87931179,47.69096211,43.03979312,44.43588756,62.95918367,51.79471514,35.26262626,84.70652322,47.14027053,37.46109196,35.31983652,22.99526376,48.15897138,46.13824572,23.10737852,65.05612494,75.77878414,75.12617159,16.03621078,93.04884148,16.50236593,70.77204114,51.30874331,91.93053311,70.49850177,44.4103947,87.48611812,44.38017466,64.15758002,40.41614124,69.05231984,88.47106086,45.31850861,78.3020214,71.29849262,38.23436012,70.02686729,44.41431672,32.98692199,81.87160941,42.95884595
Sphingomonas sp. ,8.743169398,0.92674751,1.630434783,12.93319278,10.54873465,17.34693878,5.451802901,3.519445512,7.295918366,0.985184055,10.64646465,1.770393572,8.126531047,10.28013797,0.788898394,0.514453699,28.14143776,3.954706776,4.001199763,6.045632017,2.223137092,1.038211969,0.523763335,2.458743124,0.302313355,1.326795498,1.451378811,1.381260096,2.079360758,3.640598186,2.104997477,0.663490984,1.840778521,0.525430853,6.383678842,2.004017376,0.652064872,1.14625446,1.729283038,0.46046364,2.584631918,4.175704991,3.508874359,2.835184707,2.023356024
Staphylococcus epidermidis ,0,0,0,0.250362367,0,0,0,1.90219484,0.025510204,0,0,0,0,0.008412552,0.0380192,0,0,1.901301335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus tigurinus ,0,0,1.773455378,0,0,0,0,0,0,0,0,0,0,0,0.0190096,0,0,0,0.635872825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yersinia pestis ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.270017534,0,0,1.299414348,0,8.666186012,0,0,0,0,0.01000951,4.095315024,0.063561246,0.006128953,0,6.816377451,0,10.86591005,0.01096852,1.438781705,0,0.009512486,4.57571352,0.007939028,0.026867275,4.808387564,7.887669313,4.48850426,8.24330232
Bacillus anthracis ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005047956,0,0,10.6557377,0,0,0,0,0,0,0,0,0,0,0
Bosea vestrisii ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644984219,2.480173036,1.086323957,0.85014169,0,7.566580136,0,0.872374799,0,0.435155675,2.135285211,0,9.321139641,0,0,0,0,0,0.313719489,0,0,0,0.163475012,0.058124516,0
Brevundimonas diminuta ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.574621486,0.27158099,0,0,1.547928084,0,0,0,0.723216474,0,0,12.4633603,5.002101724,0,0.004671369,2.716936967,0.014268728,0,0,0.005373455,1.988430947,0,0.012916559,0
Burkholderia cepacia ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615508885,0,0.294189752,0,0,0.586235198,0,0,0,0.99481692,0,0,0,0,0,0,0,0
Leptothrix sp. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289968437,1.49963951,0,1.966994499,0,0,0.460437416,0,0.018160356,0,0,1.820347057,0.011724704,3.656998739,0,0,0.827620799,0.004756243,0,0,0.934981193,3.543022415,0,0,0
Neisseria weaveri ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98806093,0.778658976,0,1.408568094,0,0,0.315299534,0,0,0,0.005047956,1.162526937,0,2.122740647,0,0,0.593546229,0,0,0,0.773777539,1.663051338,0,0,0
