samples,BC1,BC10,BC11,BC12,BC14,BC15,BC16,BC17,BC18,BC19,BC20,BC21,BC23,BC24,BC25,BC26,BC27,BC28,BC3,BC30,BC4,BC5,BC6,BC7,BC8,BC9
20,0,0,0,0,0,0,0,0,0,0,0,0.005047956,0,0,10.6557377,0,0,0,0,0,0,0,0,0,0,0
57,0.237920937,0.205846027,0.302811824,0.045263498,0.325054176,0.078864353,0.355735025,0.250237726,0.56542811,0.272405339,0.11645011,0.43412418,0.204151072,0.281392895,0.189155107,0.208401887,0.411080488,0.150476509,0.385255648,0.359629658,0.158780565,0.322407308,0.126536515,0.070060719,0.413329889,0.18734778
353,0,1.289968437,1.49963951,0,1.966994499,0,0,0.460437416,0,0.018160356,0,0,1.820347057,0.011724704,3.656998739,0,0,0.827620799,0.004756243,0,0,0.934981193,3.543022415,0,0,0
362,0,0,0,0,0,0,0,0,1.615508885,0,0.294189752,0,0,0.586235198,0,0,0,0.99481692,0,0,0,0,0,0,0,0
653,1.610541728,6.010703993,0.360490267,0,0.183363894,2.661671924,3.27853091,0,0,2.5969309,0,0.318021201,0,1.489037402,9.983186213,0.027421301,2.985004905,0,0,0,0.007939028,0.005373455,0.018076645,0.216020551,1.633944717,0
871,0,0,2.162941601,0.885871322,0,0,0,0,0.371567044,0,0.324834518,0,0,0.164145855,0,0,0,0,0,0.313719489,0,0,0,0,0,0
872,0,0,0,0,0,0,2.105566772,0,0,0,0.006128953,0.459363958,0,1.688357369,0,0,0,0,0,0,0,0,0,0,0.012916559,0
877,0,0.301907507,0.317231435,0.193986421,0.4084014,0,2.259398135,0,0.315024233,0,0.098063251,0.661282181,0,3.341540626,0,0,0,0,0,0,0,0,0,0.075899113,0.012916559,0
883,0,0,0,0,0,0,1.442169022,0,0,0,0,0.555275114,0,1.911126744,0,0,0,0,0,0,0,0,0,0,0.00645828,0
983,0.21351879,0.205846027,0,0.206918849,0,1.215825447,0.249975964,0,0,0.281485517,0.330963471,0,0,0.093797632,0,0.553910278,0,0.158836315,0.271105826,0.244854235,0,0.214938205,0.704989154,0.216020551,0.019374839,0.299756448
987,0.091508053,0,0,0.711283543,0,0,0,0.56553726,0,0,0.373866144,0,0.601111489,0,0,0,0,0.351111854,0,0,0.857415052,0.155830199,0,0.496263428,0,0.337226004
1040,0.122010737,0.247015233,0.259552992,0.045263498,0.266711119,0.085436383,0.249975964,0.150142636,0.250403877,0.145282848,0.085805344,0.242301868,0.141771578,0.234494079,0.126103405,0.159043545,0.261596674,0.183915733,0.290130797,0.321371184,0.079390283,0.247178936,0.090383225,0.040868753,0.361663653,0.162368076
1042,0.170815032,0.150953753,0.158615717,0.03233107,0.200033339,0.039432177,0.192289203,0.140133126,0.2180937,0.181603559,0.055160579,0.176678445,0.107746399,0.187595263,0.063051702,0.098716683,0.196197505,0.125397091,0.20451843,0.191292371,0.055573198,0.257925846,0.07230658,0.029191966,0.180831826,0.099918816
1104,0.006100537,0.027446137,4.643114636,1.17038474,2.300383397,0,0,0.030028527,0.096930533,1.552710433,0.919342976,2.564361434,0.056708631,3.095321843,0.021017234,0.00548426,0.009342738,0.016719612,0.485136742,0.390236437,3.048586853,0.026867276,0.090383225,0.005838393,0.025833118,0.043714482
1106,0.018301611,0,0,0.426770126,3.608934822,0,0,0.005004755,0,0.018160356,0,0.015143867,0,0.035174112,0,0.00548426,0.004671369,0,0.009512485,0.01530339,0,0,0.14461316,0.005838393,0,0.012489852
1107,0,0.027446137,1.28334535,0.472033624,0.725120853,0,0.01922892,0.005004755,0.056542811,0.426768365,0.25128708,0.78748107,0.005670863,0.867628092,0.021017234,0,0.004671369,0,0.099881094,0.137730507,0.96062242,0.005373455,0.018076645,0,0,0.018734778
1275,0.2318204,0.288184438,0.490266763,0.090526996,0.516752792,0.072292324,0.394192866,0.245232971,0.42003231,0.254244983,0.202255455,0.413932357,0.260859703,0.422089342,0.189155107,0.164527805,0.359695427,0.133756897,0.328180737,0.344326268,0.285805017,0.300913487,0.14461316,0.070060719,0.284164299,0.12489852
1276,0.170815032,0.343076712,0.519105984,0.129324281,0.575095849,0.098580442,0.442265167,0.225213953,0.484652666,0.435848543,0.159352783,0.454316002,0.260859703,0.539336382,0.294241278,0.224854667,0.462465549,0.300953018,0.494649227,0.436146606,0.277865989,0.333154218,0.14461316,0.093414292,0.40041333,0.237307188
1280,0.201317716,0.397968986,0.620043259,0.187520207,0.683447241,0.085436383,0.471108547,0.31029478,0.63812601,0.399527831,0.196126502,0.590610803,0.266530566,0.597959902,0.315258512,0.230338927,0.490493764,0.292593212,0.580261593,0.474405081,0.333439187,0.338527673,0.090383225,0.099252686,0.561870318,0.243552114
1429,0,0.343076712,0,0.006466214,0.44174029,0,1.759446207,0,0.185783522,0,0.006128953,0.459363958,0,2.215969047,0,0,0,0,0,0,0,0,0,0.087575899,0.025833118,0
1434,0,0,2.076423937,0.03233107,0,0,0.682626671,0,0,0,0.140965923,0,0,3.107046547,1.197982346,0,0.004671369,0.735662933,0.004756243,0,0,0,0.415762834,0,0.012916559,0
1653,0.201317716,0.411692054,0.605623648,0.077594568,0.625104184,0.092008412,0.336506105,0.295280516,0.468497577,0.399527831,0.177739642,0.504795558,0.232505387,0.56278579,0.231189575,0.191949106,0.443780072,0.300953018,0.504161712,0.443798301,0.261987933,0.392262225,0.198843095,0.075899113,0.387496771,0.21857241
1660,0.494143485,0.164676822,0,0.038797284,0.141690282,0,0,0.080076072,0,0.208844093,0.318705565,0.065623423,0,0.11724704,0,0.548426017,0.042042323,0.008359806,0.004756243,0.030606779,0,0.112842558,0.361532899,0.326950023,0.148540429,0.118653594
1665,0,0,0,0.077594568,0,0.788643533,0,0.115109354,0.016155089,0.054481068,0,0.600706714,0.011341726,0.11724704,0.504413619,0,0.242911197,0.526667781,0.299643282,0.658045757,0.095268339,0.064481462,0,0.180990191,0.342288814,0
1694,0.457540264,0.041169205,0,0.045263498,0.03333889,0,0,0.065061809,0,0.145282848,0.208384408,0.085815245,0,0.105522336,0.021017234,0.340024131,0.046713692,0,0,0.061213559,0,0.145083289,0.25307303,0.256889304,0.116249031,0.106163742
1705,0,0.013723068,0,0.019398642,0,0.249737119,0,0.045042791,0,0.009080178,0,0.166582534,0.022683452,0.046898816,0.336275746,0,0.05605643,0.284233406,0.156956005,0.283112709,0.04763417,0.021493821,0,0.087575899,0.161456988,0
1940,0,0,0,0.019398642,0,0.59148265,0,0.110104599,0,0.018160356,0,0.383644624,0.011341726,0.082072928,0.483396385,0,0.186854767,0.451429527,0.195005945,0.50501186,0.039695141,0.032240731,0,0.128444652,0.316455696,0
1945,0,0,0,0.051729712,0,0.571766562,0,0.130123617,0,0.018160356,0,0.358404846,0.011341726,0.105522336,0.672551492,0,0.140141075,0.426350109,0.195005945,0.543270334,0.079390283,0.059108006,0,0.180990191,0.355205373,0
2091,0.341630063,0.603815013,0.605623648,0.129324281,0.733455576,0.203732913,0.817229113,0.500475452,0.888529887,0.562971034,0.232900221,0.595658758,0.374276965,0.269668191,0.462379151,0.378413952,0.836175083,0.518307975,0.713436385,0.826383044,0.190536678,0.655561526,0.28922632,0.157636618,0.626453113,0.330981078
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800328292,0,0,0,0,1.170035672,0,0,0,0,0,0,0
2104,0.103709126,0.123507616,0.273972603,0,0.133355559,0.032860147,0.115373522,0.090085581,0.185783522,0.099881958,0.067418485,0.227158001,0.051037768,0.046898816,0.189155107,0.076779642,0.17284066,0.066878448,0.137931034,0.122427118,0.095268339,0.139709833,0.018076645,0.03503036,0.13562387,0.087428964
2361,0,0,0,0,0,0,0,0.005004755,0,0,0,2.569409389,0,0,0,0,0,0,0,0.933506772,1.32581772,0,0,0.005838393,0,0
2368,0,0,4.29704398,0.122858067,0,0,0,0,0,0,0.355479284,0,0,5.487161449,2.311895755,0,0,1.187092459,0,0,0,0,1.048445409,0,0,0
2378,0.707662274,0.137230685,0,0.03233107,0.166694449,0,0.00961446,0.065061809,0,0.263325161,0.453542535,0.111055023,0.005670863,0.222769375,0.021017234,0.581331578,0.079413276,0,0,0.084168643,0,0.182697474,0.596529284,0.397010743,0.200206665,0.15612315
2509,0.512445095,0.109784548,0.014419611,0.025864856,0.116686114,0,0.00961446,0.060057054,0,0.190683737,0.275802893,0.070671378,0,0.140696447,0,0.499067676,0.05605643,0,0,0.061213559,0,0.145083289,0.343456255,0.251050911,0.219581503,0.131143446
2720,0.183016105,0.123507616,0,0.161655351,0,1.012092534,0.134602442,0,0.008077544,0.272405339,0.171610689,0.005047956,0,0.152421151,0,0.290665789,0,0.167196121,0.218787158,0.168337287,0,0.161203654,0.451916124,0.105091079,0.038749677,0.199837632
2721,0.152513421,0.041169205,0,0.071128354,0,0.59148265,0.096144601,0,0,0.217924271,0.085805344,0,0,0.023449408,0,0.213886147,0,0.066878448,0.104637337,0.068865254,0,0.053734551,0.488069414,0.058383933,0.012916559,0.174857928
2759,0.286725232,0.219569096,0.014419611,0.239249919,0,1.353838065,0.355735025,0,0,0.472169255,0.373866144,0,0,0.105522336,0,0.405835253,0,0.158836315,0.31391201,0.206595761,0,0.171950564,0.596529284,0.204343765,0.064582795,0.324736152
2804,0.170815032,0,0,0.80181054,0,0,0,0.490465943,0,0,0.318705565,0,0.510377679,0,0,0,0.004671369,0.384551078,0,0,0.849476024,0.150456744,0,0.350303596,0,0.349715856
2807,0.109809663,0,0,0.743614614,0,0,0,0.445423152,0,0,0.232900221,0,0.499035953,0,0,0,0.004671369,0.35947166,0.009512485,0,0.658939346,0.241805481,0,0.361980383,0,0.362205708
2845,0.195217179,0,0,1.260911736,0,0,0,0.760722687,0,0.018160356,0.704829615,0,0.930021549,0.011724704,0,0,0.004671369,0.535027587,0,0.007651695,0.944744363,0.252552391,0,0.723960766,0,0.505839006
2848,0.152513421,0,0,0.83414161,0,0,0,0.570542015,0,0.009080178,0.490316254,0,0.538731995,0.011724704,0,0,0.004671369,0.376191272,0.004756243,0,0.754207685,0.123589468,0,0.595516114,0,0.324736152
2889,0.085407516,0,0,0.7371484,0,0,0,0.385366098,0,0,0.312576612,0,0.487694227,0.011724704,0,0,0,0.309312824,0,0,0.539853922,0.225685116,0,0.326950023,0,0.262286892
2926,0.176915569,0.027446137,0,0.232783705,0,0.82150368,0.192289203,0,0,0.263325161,0.281931846,0,0,0.093797632,0,0.32357135,0,0.125397091,0.237812128,0.145382202,0,0.102095648,0.488069414,0.175151798,0.00645828,0.262286892
3009,0.2318204,0.150953753,0,0.226317491,0,1.117245005,0.230747044,0,0,0.408608009,0.361608237,0,0,0.093797632,0,0.427772294,0,0.300953018,0.247324614,0.160685592,0,0.171950564,0.614605929,0.309434844,0.019374839,0.449634672
3011,0.091508053,0.027446137,0.014419611,0.077594568,0,0.407465825,0.144216902,0,0,0.172523381,0.11645011,0,0,0.05862352,0,0.197433366,0,0.100317673,0.052318668,0.068865254,0,0.069854917,0.28922632,0.093414292,0.00645828,0.112408668
3012,0.195217179,0.082338411,0,0.290979631,0,0.93980021,0.211518123,0,0,0.272405339,0.196126502,0,0,0.128971743,0,0.246791708,0,0.175555927,0.285374554,0.122427118,0,0.166577109,0.560375994,0.291919664,0.019374839,0.287266596
3043,0.122010737,0,0,0.86647268,0,0,0,0.560532506,0,0,0.294189752,0,0.629465805,0.011724704,0,0,0.004671369,0.342752048,0.009512485,0,0.801841855,0.225685116,0,0.542970574,0,0.474614376
3048,0.048804295,0,0,0.685418687,0,0,0,0.395375607,0,0,0.300318706,0,0.40263128,0,0,0,0.004671369,0.234074569,0,0.007651695,0.59542712,0.128962923,0,0.414525922,0,0.287266596
3106,0,0,0,0.058195926,0,0.690063091,0,0.15514739,0,0.036320712,0,0.393740535,0.028354316,0.093797632,0.630517024,0,0.186854767,0.702223708,0.375743163,0.612135588,0.095268339,0.037614186,0,0.198505371,0.432704727,0
3139,0,0,0,0.006466214,0,0.335173502,0,0.085080827,0,0.018160356,0,0.201918223,0.028354316,0.11724704,0.504413619,0,0.093427384,0.326032436,0.156956005,0.351977963,0.04763417,0.026867276,0,0.099252686,0.180831826,0
3141,0,0,0,0.025864856,0,0.749211356,0,0.180171163,0,0.009080178,0,0.540131247,0.011341726,0.152421151,0.71458596,0,0.17284066,0.610265842,0.285374554,0.627438978,0.055573198,0.118216013,0,0.262727697,0.471454405,0
3142,0,0,0,0.077594568,0,1.728443743,0,0.25524248,0,0.072641424,0,1.110550227,0.102075536,0.199319967,1.282051282,0,0.401737749,1.128573817,0.694411415,1.430866937,0.174658622,0.22031166,0,0.397010743,0.762076983,0
3172,0,0,0,0.06466214,0,0.920084122,0,0.180171163,0,0.027240534,0,0.57041898,0.034025179,0.175870559,0.882723834,0,0.326995842,0.67714429,0.342449465,0.596832198,0.04763417,0.069854917,0,0.262727697,0.464996125,0
3235,0.054904832,0.054892274,0.144196107,0.006466214,0.133355559,0.026288118,0.192289203,0.065061809,0.185783522,0.118042314,0.042902672,0.146390712,0.09073381,0.187595263,0.084068937,0.071295382,0.116784229,0.058518642,0.152199762,0.130078812,0.023817085,0.145083289,0.03615329,0.011676787,0.193748385,0.049959408
3236,0.164714495,0.301907507,0.259552992,0.03233107,0.241706951,0.052576236,0.211518123,0.15514739,0.242326333,0.190683737,0.079676391,0.212014134,0.16445503,0.351741119,0.231189575,0.120653724,0.312981735,0.200635345,0.290130797,0.198944066,0.087329311,0.268672757,0.03615329,0.058383933,0.232498063,0.131143446
3286,0.152513421,0.17839989,0.360490267,0.025864856,0.175029172,0.059148265,0.259590424,0.130123617,0.331179321,0.154363026,0.11645011,0.257445734,0.136100715,0.152421151,0.063051702,0.148075025,0.266268043,0.133756897,0.299643282,0.244854235,0.111146396,0.193444385,0.03615329,0.046707146,0.329372255,0.15612315
3287,0.158613958,0.370522849,0.201874549,0.045263498,0.208368061,0.065720294,0.211518123,0.185175917,0.331179321,0.245164805,0.104192204,0.232205957,0.096404673,0.175870559,0.084068937,0.153559285,0.308310366,0.133756897,0.228299643,0.153033897,0.127024452,0.204191295,0.07230658,0.046707146,0.219581503,0.099918816
3306,0.079306979,0.068615342,0.230713771,0.045263498,0.141690282,0.039432177,0.115373522,0.105099845,0.185783522,0.072641424,0.073547438,0.141342756,0.085062947,0.164145855,0.042034468,0.087748163,0.17284066,0.075238254,0.16646849,0.122427118,0.055573198,0.112842558,0.03615329,0.046707146,0.12916559,0.06244926
3307,0.152513421,0.260738301,0.21629416,0.03233107,0.250041674,0.059148265,0.201903663,0.160152145,0.298869144,0.245164805,0.085805344,0.26249369,0.147442441,0.340016415,0.105086171,0.191949106,0.252253936,0.175555927,0.280618312,0.23720254,0.095268339,0.274046212,0.090383225,0.01751518,0.322913976,0.099918816
3308,0.109809663,0.068615342,0.144196107,0.038797284,0.150025004,0.039432177,0.105759062,0.110104599,0.201938611,0.13620267,0.024515813,0.146390712,0.107746399,0.175870559,0.147120639,0.109685203,0.186854767,0.066878448,0.18549346,0.191292371,0.031756113,0.096722192,0.126536515,0.040868753,0.148540429,0.043714482
3339,0.054904832,0,0.389329488,0,0,0,0,0,0.161550889,0,0,0,0.277872292,0,0.35729298,0,0.065399168,0,0,0.191292371,0,0.005373455,0.14461316,0.245212518,0.238956342,0.387185412
3380,0.292825769,0.425415123,0.692141312,0.232783705,0.966827805,0.046004206,0.548024228,0.390370852,0.71082391,0.526650322,0.343221378,0.767289248,0.300555745,0.820729277,0.336275746,0.31808709,0.756761807,0.426350109,0.72294887,0.558573724,0.404890441,0.537345513,0.198843095,0.116767865,0.497287523,0.324736152
3382,0.21351879,0.370522849,0.43258832,0.06466214,0.650108351,0.059148265,0.336506105,0.195185426,0.49273021,0.281485517,0.177739642,0.429076224,0.175796756,0.398639934,0.25220681,0.126137984,0.443780072,0.217354957,0.418549346,0.382584743,0.23023182,0.338527673,0.126536515,0.040868753,0.40041333,0.193592706
3383,0.2318204,0.247015233,0.360490267,0.142256709,0.533422237,0.072292324,0.307662725,0.285271007,0.428109855,0.290565695,0.140965923,0.398788491,0.192809346,0.609684605,0.231189575,0.180980586,0.355024058,0.259153988,0.470868014,0.382584743,0.23023182,0.370768404,0.10845987,0.081737506,0.381038491,0.162368076
3490,0.091508053,0.247015233,0.302811824,0.122858067,0.641773629,0.072292324,0.298048265,0.185175917,0.428109855,0.227004449,0.147094876,0.348308935,0.170125893,0.539336382,0.084068937,0.186464846,0.383052273,0.192275539,0.290130797,0.244854235,0.293744046,0.22031166,0.18076645,0.075899113,0.297080858,0.137388372
3491,0.244021474,0.329353643,0.64888248,0.168121565,0.825137523,0.11829653,0.442265167,0.260247235,0.508885299,0.345046763,0.245158127,0.57041898,0.232505387,0.879352796,0.231189575,0.241307448,0.588592516,0.208995151,0.551724138,0.420843217,0.285805017,0.456743686,0.14461316,0.105091079,0.374580212,0.268531818
3492,0.256222548,0.343076712,0.475847152,0.122858067,0.516752792,0.085436383,0.384578406,0.230218708,0.444264943,0.263325161,0.189997548,0.398788491,0.243847114,0.38691523,0.084068937,0.197433366,0.420423226,0.242434376,0.432818074,0.382584743,0.222292791,0.317033853,0.090383225,0.046707146,0.374580212,0.212327484
3494,0.158613958,0.27446137,0.475847152,0.122858067,0.766794466,0.085436383,0.269204884,0.205194935,0.355411955,0.326886407,0.202255455,0.338213024,0.249517977,0.340016415,0.35729298,0.186464846,0.317653104,0.192275539,0.442330559,0.306067794,0.246109876,0.257925846,0.10845987,0.081737506,0.355205373,0.15612315
3518,0,0,0,0.03233107,0,0.394321767,0,0.145137881,0,0.054481068,0,0.343260979,0,0.11724704,0.315258512,0,0.126126968,0.342752048,0.180737218,0.48970847,0.039695141,0.059108006,0,0.163475012,0.180831826,0
3519,0,0,0,0.019398642,0,0.492902208,0,0.090085581,0,0.018160356,0,0.206966179,0,0.035174112,0.294241278,0,0.102770122,0.208995151,0.104637337,0.413191522,0.023817085,0.053734551,0,0.093414292,0.187290106,0
3520,0.006100537,0,0.014419611,0.025864856,0,0.545478444,0,0.150142636,0,0.009080178,0,0.343260979,0.022683452,0.105522336,0.462379151,0,0.144812445,0.376191272,0.156956005,0.397888132,0.031756113,0.032240731,0,0.163475012,0.258331181,0
3539,0.09760859,0.054892274,0,0.071128354,0,0.368033649,0.086530141,0,0,0.145282848,0.165481736,0,0,0.046898816,0,0.235823187,0,0.066878448,0.104637337,0.084168643,0,0.037614186,0.307302965,0.087575899,0.012916559,0.087428964
3540,0.183016105,0.192122959,0,0.084060782,0,0.545478444,0.153831362,0,0,0.263325161,0.153223829,0.005047956,0,0.11724704,0,0.274213009,0,0.050158836,0.171224732,0.122427118,0,0.128962923,0.32537961,0.099252686,0.025833118,0.224817336
3578,0,0,0,0.006466214,0,0.374605678,0,0.070066563,0,0,0,0.252397779,0.017012589,0.082072928,0.315258512,0,0.079413276,0.200635345,0.128418549,0.283112709,0.039695141,0.053734551,0,0.105091079,0.174373547,0
3581,0,0,0,0.025864856,0,0.565194532,0,0.075071318,0.008077544,0.036320712,0,0.333165068,0.017012589,0.11724704,0.651534258,0,0.210211613,0.376191272,0.209274673,0.50501186,0.055573198,0.059108006,0,0.128444652,0.348747094,0
3629,0.152513421,0.205846027,0.490266763,0.051729712,0.458409735,0.065720294,0.317277185,0.260247235,0.403877221,0.335966585,0.183868595,0.287733468,0.16445503,0.410364638,0.105086171,0.224854667,0.420423226,0.158836315,0.328180737,0.290764404,0.301683074,0.257925846,0.126536515,0.081737506,0.290622578,0.181102854
3636,0.103709126,0.205846027,0.273972603,0.084060782,0.266711119,0.046004206,0.182674743,0.140133126,0.177705977,0.208844093,0.104192204,0.222110045,0.096404673,0.316567007,0.147120639,0.098716683,0.22889709,0.133756897,0.199762188,0.160685592,0.119085424,0.171950564,0.03615329,0.023353573,0.193748385,0.087428964
3640,0.103709126,0.192122959,0.245133381,0.058195926,0.325054176,0.019716088,0.221132583,0.125118863,0.210016155,0.199763915,0.110321157,0.232205957,0.175796756,0.316567007,0.189155107,0.126137984,0.364366796,0.133756897,0.271105826,0.191292371,0.103207367,0.171950564,0.10845987,0.058383933,0.232498063,0.081184038
3687,0.353831137,0.439138191,0.793078587,0.226317491,0.958493082,0.170872766,0.65378329,0.375356589,0.743134087,0.49032961,0.281931846,0.706713781,0.408302144,0.551061086,0.336275746,0.31260283,0.733404961,0.300953018,0.751486326,0.681000842,0.349317244,0.494357872,0.198843095,0.099252686,0.684577629,0.299756448
3688,0.176915569,0.384245917,0.591204037,0.09699321,0.775129188,0.052576236,0.394192866,0.265251989,0.371567044,0.426768365,0.226771267,0.429076224,0.289214018,0.457263454,0.105086171,0.235823187,0.411080488,0.2758736,0.413793103,0.436146606,0.190536678,0.322407308,0.198843095,0.081737506,0.387496771,0.162368076
3690,0.146412884,0.343076712,0.21629416,0.038797284,0.325054176,0.065720294,0.326891645,0.175166408,0.323101777,0.181603559,0.140965923,0.378596668,0.204151072,0.351741119,0.147120639,0.137106504,0.298967627,0.225714763,0.304399524,0.306067794,0.222292791,0.236432026,0.162689805,0.075899113,0.238956342,0.137388372
3691,0.280624695,0.384245917,0.64888248,0.148722923,0.583430572,0.105152471,0.413421786,0.270256744,0.557350565,0.454008899,0.232900221,0.499747602,0.311897471,0.644858717,0.273224044,0.197433366,0.51385061,0.326032436,0.551724138,0.382584743,0.325500159,0.381515314,0.21691974,0.099252686,0.484370964,0.237307188
3692,0.128111274,0.17839989,0.173035328,0.090526996,0.433405568,0.085436383,0.259590424,0.165156899,0.34733441,0.236084627,0.122579063,0.277637557,0.136100715,0.328291711,0.105086171,0.104200943,0.331667212,0.183915733,0.256837099,0.23720254,0.103207367,0.171950564,0.14461316,0.040868753,0.238956342,0.118653594
3727,0.2318204,0.329353643,0.389329488,0.06466214,0.308384731,0.098580442,0.288433804,0.260247235,0.452342488,0.254244983,0.11645011,0.328117113,0.249517977,0.140696447,0.294241278,0.290665789,0.429765964,0.250794182,0.342449465,0.351977963,0.174658622,0.370768404,0.162689805,0.070060719,0.316455696,0.143633298
3728,0.689360664,1.029230136,1.268925739,0.148722923,1.366894482,0.315457413,1.384482261,0.815774986,1.542810985,0.799055661,0.496445207,1.317516406,0.793920835,0.468988158,0.672551492,0.778764945,1.406082123,0.702223708,1.231866825,1.186012702,0.579549063,0.977968834,0.379609544,0.297758057,1.162490313,0.612002748
3730,0.146412884,0.233292164,0.245133381,0.03233107,0.183363894,0.019716088,0.221132583,0.115109354,0.274636511,0.236084627,0.073547438,0.302877335,0.141771578,0.082072928,0.063051702,0.098716683,0.270939412,0.167196121,0.133174792,0.206595761,0.127024452,0.182697474,0.07230658,0.058383933,0.277706019,0.112408668
3764,0.439238653,0.768491835,0.547945205,0.09699321,0.658443074,0.092008412,0.740313431,0.595565787,0.630048465,0.71733406,0.239029174,0.807672892,0.374276965,0.539336382,0.35729298,0.30163431,0.789461391,0.443069721,0.675386445,0.681000842,0.317561131,0.521225148,0.21691974,0.151798225,0.561870318,0.28102167
3765,0.372132748,0.741045698,0.576784427,0.077594568,0.775129188,0.151156677,0.692241131,0.470446925,0.864297254,0.62653228,0.226771267,0.817768804,0.340251786,0.597959902,0.315258512,0.285181529,0.742747699,0.376191272,0.627824019,0.550922029,0.317561131,0.660934981,0.32537961,0.151798225,0.749160424,0.299756448
3767,0.701561737,1.276245368,1.023792358,0.206918849,1.058509752,0.328601472,1.211421979,0.880836795,1.55088853,0.889857441,0.478058348,1.403331651,0.731541341,1.266268027,0.735603195,0.756827904,1.415424861,0.902859054,1.474435196,1.201316092,0.468402668,1.101558302,0.451916124,0.297758057,1.259364505,0.618247674
3857,0.335529527,0.562645808,0.793078587,0.122858067,0.800133356,0.210304942,0.63455437,0.495470697,1.098546042,0.58113139,0.330963471,0.827864715,0.499035953,0.105522336,0.525430853,0.433256554,0.929602466,0.443069721,0.770511296,0.719259316,0.3651953,0.660934981,0.21691974,0.140121439,0.774993542,0.393430338
3860,0.689360664,1.276245368,1.038211968,0.213385063,1.32522087,0.276025237,1.028747236,0.735698914,1.413570275,0.898937619,0.343221378,1.211509339,0.595440626,0.316567007,0.71458596,0.553910278,1.293969262,0.660424678,1.112960761,0.994720331,0.484280724,1.00483611,0.234996385,0.216020551,0.975200207,0.574533192
3903,0.1159102,0.068615342,0,0.116391853,0,0.604626709,0.105759062,0,0,0.208844093,0.13483697,0.005047956,0,0.093797632,0,0.197433366,0,0.108677479,0.142687277,0.114775423,0,0.102095648,0.433839479,0.128444652,0.012916559,0.224817336
3905,0.140312347,0.027446137,0,0.103459425,0,0.624342797,0.182674743,0,0.008077544,0.172523381,0.122579063,0.005047956,0,0.070348224,0,0.246791708,0,0.058518642,0.099881094,0.114775423,0,0.112842558,0.361532899,0.175151798,0.025833118,0.212327484
3931,0.085407516,0,0,0.491432266,0,0,0,0.425404134,0,0,0.220642314,0,0.379947828,0.011724704,0,0,0.004671369,0.250794182,0,0,0.492219752,0.134336378,0,0.367818776,0,0.262286892
3932,0.042703758,0,0,0.349175558,0,0,0,0.25524248,0,0,0.128708017,0,0.187138482,0,0,0,0,0.133756897,0,0,0.222292791,0.096722192,0,0.221858944,0,0.143633298
3964,0.652757443,0.192122959,0,0.025864856,0.258376396,0,0.00961446,0.10009509,0,0.217924271,0.441284629,0.126198889,0,0.199319967,0,0.871997368,0.088756014,0,0,0.01530339,0,0.274046212,0.469992769,0.531293788,0.290622578,0.293511522
3965,1.00658858,0.17839989,0,0.058195926,0.225037506,0,0.00961446,0.135128372,0,0.290565695,0.704829615,0.227158001,0,0.269668191,0.021017234,1.310738181,0.140141075,0,0.009512485,0.01530339,0,0.370768404,0.759219089,0.65973844,0.303539137,0.287266596
4009,0,5.118704542,0,0,0,0,0,0.72068465,0,4.467447562,0,0,0,0,0,0,0,0,0,0,1.357573833,0,0,0,0,0
4010,0.933382138,0.17839989,0.014419611,0.03233107,0.233372229,0,0.02884338,0.10009509,0.008077544,0.245164805,0.453542535,0.166582534,0,0.257943487,0,0.95426127,0.088756014,0,0.009512485,0.160685592,0,0.241805481,0.542299349,0.507940215,0.290622578,0.231062262
4013,0.738164959,0.137230685,0,0.038797284,0.141690282,0,0.00961446,0.0550523,0,0.199763915,0.398381956,0.141342756,0,0.164145855,0,0.800701985,0.088756014,0,0.004756243,0.122427118,0,0.284793122,0.542299349,0.35614199,0.258331181,0.193592706
4068,0,0,3.201153569,0.116391853,0,0,0.865301413,0,0,0,0.226771267,0,0,3.869152304,1.492223623,0,0,0.794181575,0.009512485,0,0,0.005373455,0.524222704,0,0,0
4072,1.098096633,0.27446137,0,0.045263498,0.183363894,0,0.01922892,0.110104599,0.008077544,0.317806229,0.619024271,0.141342756,0,0.269668191,0,0.94877701,0.116784229,0,0,0.175988982,0,0.274046212,0.650759219,0.583839327,0.381038491,0.28102167
4170,0.317227916,0.082338411,0,0.012932428,0.108351392,0,0,0.040038036,0,0.04540089,0.183868595,0.040383645,0,0.070348224,0,0.433256554,0.046713692,0,0,0.007651695,0,0.091348737,0.18076645,0.134283045,0.090415913,0.081184038
4171,0.500244021,0.164676822,0.014419611,0.045263498,0.141690282,0,0.02884338,0.10009509,0.016155089,0.154363026,0.40451091,0.131246845,0,0.187595263,0,0.745859384,0.042042323,0,0.014268728,0.007651695,0,0.177324019,0.433839479,0.397010743,0.193748385,0.162368076
4198,0.854075159,0.164676822,0,0.06466214,0.183363894,0,0.02884338,0.085080827,0,0.281485517,0.545476833,0.186774356,0,0.164145855,0,0.987166831,0.084084645,0,0.009512485,0,0,0.22031166,0.596529284,0.618869687,0.329372255,0.24979704
4201,0.353831137,0.027446137,0.014419611,0.03233107,0.025004167,0,0,0.075071318,0.008077544,0.081721602,0.214513361,0.060575467,0,0.105522336,0,0.416803773,0.028028215,0,0,0,0,0.145083289,0.361532899,0.239374124,0.167915267,0.09367389
